"State","Speed","Gender","Age"
"North Carolina",45,"Female",30
"North Carolina",70,"Female",4
"Florida",55,"Male",67
"Florida",45,"Male",18
"Florida",5,"Female",21
"Virginia",55,"Male",61
"North Carolina",80,"Male",22
"Nevada",0,"Male",34
"Michigan",0,"Female",24
"Florida",0,"Male",63
"California",55,"Female",11
"Nevada",68,"Male",14
"Illinois",83,"Male",28
"Florida",30,"Female",41
"Arizona",59,"Male",44
"Florida",35,"Male",31
"Florida",30,"Male",60
"Nevada",61,"Male",23
"Wisconsin",15,"Male",83
"Pennsylvania",0,"Male",50
"California",55,"Female",22
"Missouri",46,"Male",17
"California",55,"Female",26
"Florida",55,"Male",26
"Florida",35,"Female",5
"California",50,"Male",40
"Florida",35,"Male",36
"North Carolina",55,"Female",21
"Arizona",40,"Male",62
"North Carolina",65,"Male",25
"North Carolina",55,"Male",6
"Pennsylvania",50,"Male",56
"Colorado",45,"Male",55
"Missouri",49,"Female",58
"Wisconsin",50,"Male",16
"Florida",35,"Male",20
"Florida",65,"Male",19
"Florida",40,"Male",69
"Ohio",10,"Male",44
"Colorado",0,"Female",26
"North Dakota",60,"Male",32
"North Carolina",10,"Male",80
"North Carolina",55,"Male",22
"Florida",0,"Female",53
"South Carolina",70,"Male",47
"California",55,"Male",49
"Florida",15,"Male",71
"Texas",0,"Male",37
"Virginia",60,"Male",22
"California",0,"Male",28
"South Carolina",35,"Female",10
"Florida",75,"Male",41
"Illinois",61,"Male",22
"Florida",55,"Male",29
"Florida",15,"Male",23
"California",50,"Female",83
"Missouri",39,"Female",58
"Ohio",90,"Male",51
"Florida",40,"Male",27
"Washington",0,"Male",15
"North Carolina",55,"Female",31
"Oklahoma",0,"Male",54
"Florida",0,"Male",66
"Florida",45,"Male",49
"Florida",55,"Male",54
"North Carolina",55,"Male",7
"Wyoming",0,"Male",37
"California",0,"Male",28
"North Carolina",0,"Male",50
"Indiana",0,"Male",60
"Florida",55,"Male",18
"West Virginia",45,"Male",87
"Florida",0,"Male",70
"North Carolina",50,"Male",20
"Louisiana",35,"Male",26
"California",25,"Female",31
"South Carolina",70,"Male",34
"Wyoming",55,"Female",53
"Michigan",0,"Male",34
"California",50,"Male",31
"California",45,"Male",74
"Utah",75,"Male",47
"North Carolina",50,"Male",28
"Arizona",45,"Female",52
"Florida",0,"Male",24
"Florida",72,"Female",12
"Virginia",45,"Male",32
"Maine",0,"Male",31
"Minnesota",55,"Female",11
"South Carolina",85,"Male",24
"California",15,"Male",61
"North Carolina",10,"Female",19
"Kentucky",35,"Male",84
"Minnesota",55,"Male",84
"Mississippi",35,"Male",10
"Louisiana",70,"Male",2
"Indiana",0,"Female",52
"Florida",5,"Female",76
"California",0,"Male",30
"Arizona",45,"Male",20
"California",68,"Female",66
"California",68,"Female",16
"South Carolina",50,"Female",56
"Florida",5,"Male",85
"Florida",100,"Male",25
"Illinois",57,"Male",27
"Pennsylvania",10,"Male",19
"Alabama",62,"Male",21
"Alabama",0,"Female",50
"Florida",25,"Female",2
"Ohio",45,"Male",56
"South Dakota",67,"Female",67
"Alabama",75,"Female",17
"Colorado",45,"Male",22
"Florida",45,"Male",50
"Indiana",0,"Female",44
"Texas",0,"Male",53
"Ohio",50,"Male",61
"Florida",45,"Male",20
"North Carolina",45,"Female",6
"Florida",45,"Male",25
"California",75,"Male",49
"Florida",65,"Male",53
"Illinois",0,"Female",36
"Arizona",65,"Male",35
"Georgia",0,"Male",49
"Minnesota",55,"Female",62
"Wisconsin",35,"Male",34
"Florida",70,"Male",36
"Pennsylvania",40,"Female",17
"Ohio",55,"Male",76
"Alabama",40,"Female",57
"Utah",55,"Female",39
"Florida",30,"Male",23
"North Carolina",35,"Female",33
"Ohio",10,"Male",65
"Delaware",0,"Male",50
"Louisiana",7,"Female",19
"Arizona",35,"Male",79
"California",64,"Female",29
"California",70,"Male",30
"Florida",40,"Male",20
"California",38,"Male",37
"Ohio",55,"Female",26
"California",45,"Male",3
"South Carolina",80,"Male",25
"Arizona",65,"Male",28
"North Carolina",0,"Male",69
"Illinois",0,"Male",42
"Kentucky",70,"Male",17
"Virginia",75,"Male",63
"Pennsylvania",65,"Male",24
"Florida",55,"Female",49
"Florida",45,"Female",41
"California",40,"Male",33
"North Carolina",70,"Male",20
"Florida",35,"Female",12
"South Carolina",45,"Female",31
"North Carolina",65,"Male",41
"Missouri",56,"Female",30
"Ohio",30,"Female",46
"California",50,"Male",38
"South Carolina",48,"Male",45
"North Carolina",45,"Male",49
"Colorado",65,"Male",21
"Alabama",85,"Male",17
"Pennsylvania",0,"Male",55
"North Carolina",45,"Male",36
"Virginia",50,"Male",51
"Pennsylvania",70,"Male",12
"Ohio",20,"Male",49
"Alabama",10,"Female",50
"Wisconsin",55,"Female",6
"Arizona",25,"Female",19
"Alabama",65,"Female",49
"Alabama",35,"Male",19
"Oregon",0,"Male",39
"California",65,"Male",34
"Florida",35,"Female",28
"California",60,"Male",38
"Florida",85,"Male",46
"Virginia",0,"Male",55
"Arizona",0,"Male",53
"Florida",0,"Female",48
"Colorado",65,"Female",36
"Wisconsin",97,"Female",26
"Kentucky",0,"Female",14
"Missouri",34,"Male",52
"Florida",50,"Female",21
"California",50,"Female",89
"South Carolina",45,"Female",20
"Maryland",0,"Male",1
"Michigan",0,"Male",32
"South Carolina",25,"Male",50
"South Carolina",40,"Male",20
"Wisconsin",60,"Male",29
"California",55,"Male",41
"Florida",30,"Male",60
"South Dakota",55,"Male",4
"Nevada",0,"Female",65
"North Carolina",65,"Male",76
"Minnesota",55,"Male",6
"California",55,"Female",46
"North Carolina",30,"Male",56
"Florida",63,"Male",17
"Connecticut",0,"Female",39
"South Carolina",50,"Female",19
"Missouri",53,"Male",42
"South Carolina",55,"Female",72
"Pennsylvania",51,"Male",29
"California",70,"Female",32
"Florida",70,"Female",38
"Florida",90,"Female",29
"Wyoming",75,"Female",6
"California",0,"Male",39
"South Carolina",70,"Male",19
"Arizona",5,"Male",86
"Virginia",50,"Female",18
"Pennsylvania",40,"Male",56
"Florida",50,"Male",16
"Florida",20,"Male",98
"Colorado",25,"Female",29
"New York",0,"Male",21
"Ohio",94,"Female",21
"Pennsylvania",15,"Female",2
"North Carolina",29,"Female",81
"Virginia",35,"Male",17
"Mississippi",0,"Male",49
"Pennsylvania",50,"Male",24
"Arizona",75,"Female",36
"Pennsylvania",0,"Male",35
"South Carolina",41,"Male",25
"Texas",0,"Male",66
"South Carolina",96,"Male",26
"Alabama",55,"Male",34
"Utah",70,"Male",31
"Virginia",45,"Male",80
"California",45,"Male",24
"Kentucky",0,"Female",1
"Kentucky",53,"Male",19
"North Carolina",90,"Female",18
"Florida",45,"Female",70
"Wisconsin",15,"Male",67
"Oklahoma",0,"Male",29
"California",0,"Male",30
"Ohio",15,"Female",20
"Florida",55,"Male",34
"Arizona",45,"Male",88
"Florida",10,"Female",59
"Florida",60,"Male",36
"Florida",0,"Male",60
"Maryland",0,"Female",53
"Alaska",0,"Female",84
"Texas",0,"Female",9
"California",30,"Male",6
"Florida",45,"Male",45
"California",63,"Male",19
"California",80,"Male",53
"Florida",0,"Male",56
"Louisiana",15,"Male",8
"Nevada",70,"Male",75
"Texas",0,"Male",70
"Virginia",75,"Male",22
"Virginia",45,"Female",82
"North Carolina",30,"Male",37
"California",55,"Male",23
"California",70,"Female",23
"Pennsylvania",100,"Female",22
"Pennsylvania",42,"Female",66
"Hawaii",0,"Female",27
"Louisiana",58,"Female",31
"Florida",40,"Male",22
"Texas",0,"Male",35
"Florida",5,"Female",59
"Louisiana",85,"Male",30
"Wisconsin",55,"Male",30
"Florida",20,"Male",59
"South Carolina",65,"Male",28
"Ohio",0,"Female",18
"Oklahoma",0,"Male",34
"Virginia",45,"Female",19
"Missouri",0,"Female",72
"New Mexico",0,"Male",63
"North Carolina",10,"Female",87
"California",65,"Male",41
"North Carolina",70,"Male",34
"Florida",0,"Male",60
"Florida",55,"Male",56
"Arizona",75,"Male",16
"North Carolina",40,"Male",71
"Arizona",24,"Male",27
"Florida",0,"Male",49
"North Carolina",45,"Male",17
"Florida",80,"Male",36
"Mississippi",41,"Female",34
"Minnesota",55,"Female",43
"Wyoming",50,"Male",24
"Louisiana",60,"Male",25
"Montana",79,"Male",24
"California",0,"Male",57
"South Carolina",50,"Male",38
"California",35,"Male",53
"Mississippi",0,"Female",38
"Arizona",37,"Female",54
"Alabama",65,"Female",22
"Arkansas",0,"Male",41
"California",55,"Male",27
"Pennsylvania",55,"Male",27
"California",25,"Male",20
"Florida",60,"Male",28
"Florida",45,"Male",61
"New Mexico",0,"Male",55
"Pennsylvania",80,"Male",44
"Utah",0,"Male",67
"Texas",0,"Male",30
"New York",0,"Female",75
"North Carolina",20,"Male",11
"Virginia",0,"Male",64
"California",65,"Male",24
"Connecticut",0,"Female",58
"Kentucky",48,"Male",14
"Florida",65,"Male",55
"North Carolina",80,"Male",18
"Pennsylvania",25,"Male",84
"North Carolina",55,"Male",32
"Pennsylvania",55,"Female",48
"North Carolina",55,"Male",66
"North Carolina",20,"Male",41
"South Dakota",67,"Male",58
"California",0,"Male",72
"Arizona",92,"Male",20
"Florida",45,"Female",53
"Virginia",55,"Female",67
"Kentucky",28,"Male",72
"Oklahoma",0,"Female",22
"Texas",0,"Male",61
"North Carolina",55,"Male",59
"California",35,"Female",23
"Florida",40,"Male",25
"Wisconsin",5,"Female",50
"Kentucky",0,"Male",24
"Mississippi",55,"Female",36
"Ohio",55,"Female",21
"South Carolina",45,"Male",58
"Florida",60,"Male",37
"Hawaii",0,"Male",29
"Pennsylvania",50,"Male",37
"Florida",0,"Male",14
"South Dakota",45,"Male",50
"California",0,"Male",15
"Colorado",55,"Female",71
"California",60,"Male",21
"Nevada",91,"Female",45
"Pennsylvania",50,"Female",46
"Oklahoma",50,"Male",19
"Illinois",106,"Male",16
"Alabama",70,"Male",30
"Ohio",50,"Male",88
"Minnesota",45,"Male",51
"South Carolina",70,"Male",1
"Wisconsin",55,"Male",24
"North Carolina",0,"Female",75
"California",55,"Male",21
"Florida",0,"Male",64
"Florida",0,"Male",64
"Florida",30,"Male",70
"Illinois",56,"Female",69
"Alabama",55,"Male",7
"Missouri",78,"Female",33
"Kentucky",50,"Female",52
"California",0,"Female",56
"Florida",0,"Male",50
"Colorado",80,"Male",8
"Pennsylvania",60,"Male",70
"Wisconsin",65,"Female",37
"New York",60,"Female",51
"Florida",0,"Male",26
"Kentucky",0,"Female",30
"North Carolina",45,"Male",43
"Colorado",75,"Male",22
"Florida",40,"Male",53
"Alabama",65,"Male",52
"Alabama",66,"Male",18
"Indiana",0,"Female",4
"Ohio",45,"Male",54
"Ohio",40,"Male",23
"Pennsylvania",15,"Female",69
"Arizona",20,"Male",49
"Florida",60,"Male",51
"New Jersey",0,"Male",41
"Utah",70,"Male",24
"Florida",40,"Male",19
"California",39,"Female",24
"California",35,"Male",10
"Ohio",35,"Male",46
"South Carolina",55,"Male",29
"Pennsylvania",75,"Female",18
"North Carolina",55,"Female",58
"Florida",55,"Female",56
"Virginia",70,"Male",45
"North Carolina",45,"Male",52
"Florida",45,"Male",76
"North Carolina",15,"Male",72
"California",100,"Male",17
"Texas",0,"Male",42
"New Jersey",0,"Female",71
"Florida",70,"Female",18
"Alabama",0,"Male",35
"Texas",0,"Male",50
"Colorado",10,"Male",39
"South Carolina",80,"Female",28
"Florida",40,"Male",59
"Florida",75,"Male",25
"North Carolina",45,"Male",20
"Alabama",45,"Male",61
"Pennsylvania",5,"Male",59
"Arizona",0,"Male",77
"North Carolina",50,"Male",65
"Florida",55,"Female",6
"Florida",70,"Male",22
"Ohio",40,"Male",51
"Florida",35,"Male",80
"Virginia",70,"Male",53
"California",98,"Female",17
"Alabama",65,"Female",51
"Wisconsin",60,"Male",74
"North Carolina",55,"Male",19
"North Carolina",55,"Male",53
"Missouri",0,"Female",43
"Florida",45,"Male",33
"Oklahoma",0,"Male",47
"North Carolina",70,"Male",2
"California",75,"Male",33
"Maryland",0,"Female",19
"New Jersey",0,"Female",35
"Florida",15,"Female",86
"Virginia",73,"Male",31
"Florida",71,"Male",16
"Kentucky",53,"Male",62
"North Carolina",55,"Male",58
"Florida",20,"Male",20
"Pennsylvania",0,"Male",44
"Missouri",54,"Male",50
"West Virginia",70,"Male",19
"Florida",70,"Male",54
"Nevada",80,"Female",36
"Alabama",60,"Male",42
"Mississippi",40,"Male",30
"Louisiana",55,"Male",28
"Ohio",60,"Male",23
"New Jersey",0,"Female",52
"California",73,"Male",47
"Virginia",12,"Male",55
"Pennsylvania",15,"Male",5
"Texas",0,"Male",28
"Massachusetts",30,"Male",72
"California",63,"Male",19
"North Carolina",55,"Male",54
"Illinois",25,"Female",17
"Wisconsin",45,"Female",46
"Mississippi",20,"Female",3
"North Carolina",15,"Male",17
"South Carolina",40,"Male",40
"Louisiana",0,"Male",62
"Florida",60,"Male",46
"California",0,"Male",46
"Florida",0,"Male",63
"Florida",20,"Female",82
"North Carolina",35,"Male",39
"Wyoming",65,"Female",7
"South Carolina",55,"Female",74
"Florida",35,"Male",57
"California",80,"Male",24
"California",28,"Male",41
"Virginia",0,"Male",31
"California",0,"Female",50
"Florida",20,"Male",47
"Florida",35,"Male",63
"South Carolina",57,"Male",21
"South Carolina",45,"Female",39
"Minnesota",60,"Female",18
"California",65,"Female",27
"Massachusetts",75,"Male",23
"Florida",30,"Male",67
"Washington",0,"Male",46
"Florida",70,"Male",43
"Michigan",0,"Male",30
"Colorado",15,"Male",60
"Louisiana",0,"Male",30
"Alabama",35,"Female",23
"Wisconsin",0,"Female",23
"Louisiana",0,"Male",31
"Ohio",0,"Male",48
"North Carolina",65,"Male",52
"New York",0,"Male",64
"Arizona",62,"Male",64
"Florida",70,"Male",23
"Wisconsin",25,"Female",56
"Wisconsin",65,"Male",63
"Maryland",0,"Male",21
"North Carolina",50,"Male",62
"Texas",0,"Male",62
"Florida",15,"Male",73
"Nevada",0,"Male",78
"Ohio",55,"Female",40
"Massachusetts",0,"Male",74
"Louisiana",55,"Female",44
"North Carolina",55,"Male",39
"Florida",40,"Male",28
"Ohio",30,"Female",86
"Florida",30,"Male",22
"California",0,"Female",27
"North Carolina",35,"Male",54
"Florida",10,"Male",59
"California",55,"Male",60
"Pennsylvania",10,"Female",79
"California",0,"Male",54
"Colorado",45,"Male",18
"New York",0,"Female",67
"Texas",0,"Male",56
"Colorado",72,"Male",26
"Kentucky",60,"Male",79
"Missouri",0,"Male",10
"Pennsylvania",0,"Female",29
"Minnesota",0,"Male",15
"South Carolina",75,"Female",52
"California",60,"Female",39
"Virginia",90,"Male",25
"Utah",5,"Female",68
"Texas",36,"Male",44
"California",65,"Female",50
"Wyoming",48,"Female",39
"Virginia",70,"Female",52
"South Carolina",59,"Male",2
"Florida",0,"Male",40
"Florida",45,"Female",37
"North Carolina",45,"Male",29
"New York",30,"Male",67
"California",15,"Male",35
"Texas",0,"Male",26
"Virginia",55,"Male",60
"Ohio",75,"Male",18
"Florida",60,"Female",56
"Utah",80,"Male",61
"Florida",65,"Female",55
"South Carolina",101,"Female",22
"California",0,"Male",47
"California",60,"Male",34
"California",0,"Female",21
"Montana",47,"Male",20
"Florida",0,"Male",47
"Ohio",45,"Male",50
"Virginia",70,"Female",23
"Virginia",50,"Male",80
"Arizona",40,"Male",62
"Virginia",60,"Male",44
"South Dakota",45,"Male",57
"Michigan",0,"Male",39
"Florida",112,"Female",3
"California",60,"Female",39
"Tennessee",71,"Male",30
"Delaware",0,"Male",45
"Ohio",50,"Male",22
"Florida",30,"Male",63
"Kentucky",73,"Male",22
"California",65,"Female",62
"Colorado",10,"Male",72
"Alabama",0,"Female",10
"Florida",0,"Male",50
"California",35,"Male",59
"Virginia",10,"Male",80
"Texas",100,"Male",41
"California",50,"Male",61
"Florida",64,"Male",18
"New York",0,"Male",84
"Florida",45,"Male",18
"Florida",30,"Male",42
"Pennsylvania",0,"Male",26
"North Carolina",70,"Male",25
"Ohio",65,"Male",40
"South Carolina",65,"Male",59
"Florida",0,"Male",57
"Missouri",48,"Male",24
"Missouri",0,"Female",3
"Virginia",79,"Male",31
"California",25,"Male",91
"North Carolina",45,"Female",74
"Colorado",15,"Female",25
"Kentucky",50,"Female",18
"Utah",40,"Female",31
"Missouri",71,"Female",32
"Louisiana",70,"Male",56
"Florida",0,"Female",74
"Pennsylvania",0,"Male",70
"Massachusetts",0,"Male",20
"Florida",55,"Female",51
"South Carolina",40,"Male",77
"Florida",65,"Female",48
"Kansas",0,"Male",28
"California",70,"Female",25
"California",45,"Male",60
"Utah",55,"Female",31
"North Carolina",0,"Male",33
"California",39,"Male",74
"Florida",0,"Female",54
"Florida",45,"Male",27
"Arizona",0,"Male",59
"South Carolina",99,"Female",21
"Arizona",15,"Male",13
"Minnesota",10,"Male",60
"Minnesota",5,"Male",27
"Ohio",45,"Male",48
"Pennsylvania",25,"Male",38
"California",0,"Male",43
"Florida",35,"Female",23
"South Carolina",45,"Male",21
"Florida",15,"Male",70
"South Carolina",45,"Male",31
"Missouri",50,"Male",18
"Oklahoma",0,"Male",53
"North Carolina",1,"Female",30
"California",55,"Male",23
"Florida",65,"Female",54
"Louisiana",5,"Male",63
"Florida",25,"Male",77
"California",75,"Male",30
"Alabama",45,"Male",88
"Virginia",20,"Male",28
"South Carolina",25,"Female",33
"Pennsylvania",35,"Female",50
"Alabama",50,"Male",45
"California",38,"Male",54
"North Carolina",55,"Female",27
"California",58,"Female",17
"Florida",40,"Female",59
"Virginia",30,"Female",41
"California",41,"Male",45
"North Carolina",45,"Male",61
"North Carolina",55,"Male",81
"Louisiana",55,"Male",39
"Florida",55,"Female",54
"Florida",80,"Male",44
"California",50,"Male",90
"South Carolina",65,"Female",16
"Arizona",37,"Female",20
"North Carolina",35,"Male",55
"Florida",10,"Female",69
"North Carolina",45,"Male",42
"Arizona",15,"Female",18
"Florida",55,"Male",20
"California",48,"Female",38
"Florida",55,"Male",58
"South Carolina",70,"Male",22
"Florida",45,"Male",21
"Virginia",0,"Female",18
"Ohio",20,"Male",80
"North Carolina",45,"Female",28
"Ohio",1,"Male",24
"Michigan",0,"Female",53
"Florida",50,"Male",34
"North Carolina",30,"Male",54
"Louisiana",30,"Male",74
"Florida",30,"Male",38
"Colorado",79,"Female",59
"California",10,"Male",39
"Louisiana",65,"Female",27
"Texas",0,"Male",25
"Alabama",40,"Male",10
"Ohio",90,"Male",19
"North Carolina",0,"Male",52
"California",0,"Male",37
"Colorado",10,"Male",61
"South Carolina",70,"Male",75
"Ohio",20,"Male",83
"Alabama",65,"Male",22
"Pennsylvania",0,"Female",65
"Texas",0,"Male",48
"Arizona",61,"Female",48
"California",65,"Female",13
"Florida",65,"Female",1
"Florida",50,"Female",32
"Florida",30,"Male",32
"Pennsylvania",45,"Female",57
"South Carolina",85,"Male",34
"Florida",20,"Male",6
"Pennsylvania",60,"Female",65
"Florida",45,"Female",63
"Arizona",0,"Male",81
"North Carolina",40,"Male",32
"California",0,"Male",47
"California",0,"Male",74
"Missouri",60,"Male",19
"Louisiana",55,"Male",35
"California",0,"Male",74
"Virginia",55,"Male",39
"California",73,"Male",62
"Florida",65,"Male",36
"West Virginia",70,"Female",6
"Mississippi",65,"Female",21
"Florida",0,"Female",58
"Florida",50,"Male",48
"California",53,"Male",22
"Louisiana",0,"Male",80
"Florida",55,"Male",77
"Arizona",65,"Male",30
"Texas",0,"Male",53
"Utah",30,"Female",19
"Florida",10,"Female",19
"Arizona",75,"Male",24
"Ohio",77,"Male",18
"California",0,"Male",57
"Virginia",0,"Male",16
"Florida",60,"Male",34
"South Carolina",75,"Female",27
"Florida",70,"Male",59
"North Carolina",55,"Male",72
"North Carolina",60,"Female",18
"New Jersey",0,"Male",51
"South Carolina",0,"Male",84
"California",50,"Male",28
"North Carolina",50,"Male",1
"Arizona",50,"Male",30
"California",0,"Male",29
"Maryland",0,"Female",44
"Florida",55,"Female",22
"Florida",25,"Female",24
"Florida",0,"Male",40
"Pennsylvania",40,"Male",33
"California",63,"Female",20
"California",55,"Male",22
"Florida",90,"Male",36
"Wyoming",40,"Male",50
"South Carolina",30,"Female",2
"New Jersey",0,"Male",23
"Minnesota",8,"Male",19
"Colorado",30,"Female",29
"Virginia",0,"Male",52
"Utah",10,"Male",22
"Kentucky",43,"Male",79
"Virginia",40,"Male",63
"Minnesota",55,"Male",49
"Missouri",73,"Female",17
"Wisconsin",10,"Male",80
"Texas",0,"Female",38
"Colorado",65,"Female",58
"Mississippi",50,"Male",49
"Wisconsin",30,"Male",43
"Missouri",60,"Female",37
"California",68,"Male",78
"Florida",20,"Male",21
"Florida",25,"Male",73
"Georgia",42,"Male",25
"Florida",1,"Female",37
"California",0,"Female",41
"Virginia",70,"Male",58
"Florida",55,"Male",32
"Arizona",55,"Male",40
"Florida",45,"Male",22
"Virginia",65,"Female",50
"Illinois",0,"Male",7
"California",0,"Female",73
"Pennsylvania",65,"Male",54
"Alabama",45,"Male",35
"South Carolina",55,"Male",57
"South Carolina",5,"Female",84
"Arizona",40,"Female",58
"Texas",0,"Male",23
"Pennsylvania",58,"Male",56
"Ohio",35,"Female",32
"North Carolina",55,"Female",16
"Missouri",57,"Male",68
"Utah",35,"Female",12
"Alabama",65,"Male",23
"Utah",70,"Male",55
"Florida",35,"Female",33
"Florida",15,"Male",83
"Nevada",0,"Male",61
"California",50,"Male",60
"Arizona",22,"Male",18
"California",44,"Male",18
"California",0,"Male",18
"Florida",0,"Male",24
"California",41,"Male",58
"Florida",10,"Male",76
"Washington",0,"Female",88
"New York",0,"Male",37
"Florida",70,"Female",8
"Florida",110,"Male",26
"California",65,"Female",47
"South Carolina",0,"Male",18
"Florida",70,"Male",20
"Texas",0,"Female",48
"Arizona",45,"Male",16
"South Carolina",55,"Male",57
"California",55,"Male",47
"North Carolina",70,"Male",33
"Missouri",61,"Male",51
"South Carolina",55,"Female",61
"Virginia",50,"Male",26
"Pennsylvania",55,"Male",42
"South Carolina",40,"Male",47
"North Carolina",0,"Male",64
"North Carolina",50,"Male",42
"Florida",25,"Male",65
"Pennsylvania",65,"Male",22
"Florida",0,"Male",19
"Kentucky",53,"Male",47
"Florida",65,"Female",65
"Pennsylvania",50,"Female",33
"Florida",10,"Female",83
"New York",0,"Female",31
"Wyoming",60,"Female",13
"California",25,"Male",19
"California",60,"Male",56
"Pennsylvania",70,"Female",32
"California",68,"Female",23
"Florida",0,"Male",25
"Illinois",0,"Male",66
"North Carolina",55,"Male",61
"Alabama",60,"Male",18
"Kentucky",0,"Female",25
"Mississippi",55,"Male",25
"California",65,"Female",22
"California",0,"Male",61
"South Carolina",10,"Female",11
"Louisiana",55,"Male",55
"Colorado",20,"Male",52
"Maine",0,"Female",73
"Minnesota",55,"Male",3
"New York",0,"Male",72
"Texas",0,"Male",29
"Florida",70,"Female",27
"Pennsylvania",70,"Female",56
"North Carolina",0,"Male",17
"Alabama",45,"Female",58
"North Carolina",50,"Male",24
"North Carolina",0,"Male",40
"California",55,"Male",17
"Nevada",43,"Male",74
"South Carolina",55,"Female",16
"Minnesota",60,"Male",43
"Alabama",65,"Female",39
"Kentucky",55,"Male",67
"Florida",70,"Male",51
"Wisconsin",50,"Male",31
"California",70,"Male",18
"Colorado",0,"Male",57
"Delaware",0,"Male",78
"California",66,"Male",28
"Illinois",22,"Male",25
"New York",45,"Male",50
"Minnesota",60,"Female",35
"California",65,"Female",34
"Arizona",50,"Female",45
"Louisiana",55,"Male",64
"Florida",76,"Female",15
"North Carolina",45,"Male",31
"Pennsylvania",30,"Female",53
"Michigan",0,"Male",52
"Minnesota",43,"Male",32
"North Carolina",60,"Male",50
"North Carolina",55,"Female",16
"North Carolina",60,"Male",58
"South Carolina",25,"Male",37
"Florida",30,"Female",3
"North Carolina",55,"Male",27
"Louisiana",70,"Male",19
"Florida",45,"Male",15
"Illinois",59,"Female",55
"South Carolina",45,"Male",66
"Nevada",78,"Female",75
"Kentucky",73,"Male",28
"Alabama",45,"Male",17
"South Carolina",60,"Male",36
"Colorado",15,"Female",16
"New Jersey",0,"Male",8
"North Carolina",65,"Female",36
"Louisiana",40,"Female",52
"Florida",45,"Female",68
"Arizona",46,"Female",92
"California",78,"Male",51
"Texas",70,"Male",30
"Wisconsin",55,"Female",14
"Florida",0,"Male",56
"Ohio",70,"Male",65
"California",65,"Female",56
"Colorado",75,"Female",21
"Florida",10,"Male",29
"North Carolina",40,"Male",43
"Texas",0,"Male",32
"Pennsylvania",55,"Female",31
"Arizona",40,"Male",28
"Georgia",0,"Male",35
"Ohio",30,"Male",20
"South Carolina",35,"Female",40
"Florida",45,"Male",65
"Illinois",68,"Female",43
"Florida",50,"Male",20
"Florida",60,"Female",49
"Florida",70,"Female",40
"Florida",85,"Male",20
"California",35,"Male",22
"New Jersey",0,"Female",62
"South Carolina",55,"Female",23
"Florida",15,"Female",21
"Pennsylvania",55,"Male",33
"Wyoming",60,"Female",14
"Florida",45,"Male",18
"Pennsylvania",40,"Female",24
"Missouri",78,"Male",22
"South Carolina",65,"Male",73
"Arizona",0,"Male",47
"California",50,"Male",76
"Maryland",0,"Female",35
"Minnesota",60,"Male",21
"Mississippi",53,"Male",61
"Kentucky",48,"Male",1
"Arizona",40,"Female",49
"Colorado",0,"Male",26
"Florida",110,"Male",23
"Pennsylvania",40,"Female",53
"North Carolina",20,"Male",85
"Utah",40,"Female",72
"Kentucky",83,"Male",24
"Kentucky",57,"Female",32
"Ohio",72,"Female",15
"Colorado",10,"Male",36
"Pennsylvania",85,"Male",19
"Ohio",70,"Female",54
"Connecticut",0,"Male",56
"North Carolina",45,"Male",22
"Florida",75,"Male",20
"California",35,"Male",21
"New York",17,"Male",59
"South Carolina",30,"Female",24
"Arizona",50,"Male",18
"Louisiana",47,"Female",37
"Missouri",57,"Male",50
"Florida",55,"Female",34
"California",0,"Male",44
"South Carolina",70,"Male",67
"Virginia",45,"Female",24
"Pennsylvania",70,"Male",19
"Montana",0,"Male",50
"Nevada",8,"Male",56
"Illinois",77,"Female",1
"Delaware",0,"Male",82
"New York",45,"Male",54
"Colorado",80,"Male",24
"Florida",52,"Female",47
"Pennsylvania",35,"Male",41
"California",58,"Male",23
"New York",40,"Male",55
"Wyoming",60,"Male",57
"North Carolina",35,"Male",67
"Florida",45,"Male",67
"Virginia",35,"Female",48
"Ohio",106,"Male",20
"California",0,"Male",56
"Maryland",0,"Male",28
"Massachusetts",65,"Female",65
"Florida",35,"Male",51
"Utah",0,"Male",23
"Florida",30,"Male",50
"Texas",0,"Male",24
"Illinois",0,"Male",55
"California",72,"Male",31
"California",54,"Male",48
"Florida",50,"Male",43
"Arizona",35,"Male",49
"Florida",70,"Female",25
"Oklahoma",0,"Male",18
"Ohio",56,"Male",4
"Pennsylvania",45,"Male",48
"California",0,"Male",71
"Arizona",55,"Female",68
"Utah",40,"Female",53
"Texas",0,"Female",15
"Nevada",0,"Male",47
"Virginia",10,"Female",29
"Florida",15,"Female",57
"Kentucky",70,"Male",20
"Alabama",0,"Female",40
"Ohio",30,"Male",29
"Virginia",2,"Male",36
"Ohio",35,"Male",32
"Florida",45,"Male",25
"Florida",45,"Female",21
"Arizona",30,"Male",42
"Arizona",65,"Male",61
"California",18,"Male",47
"Pennsylvania",45,"Male",34
"Ohio",50,"Male",87
"Virginia",10,"Male",26
"Florida",0,"Male",62
"California",0,"Female",74
"South Carolina",55,"Male",30
"Ohio",71,"Female",18
"South Carolina",75,"Male",21
"Alabama",20,"Male",69
"Arkansas",0,"Male",23
"Virginia",45,"Male",62
"Pennsylvania",55,"Male",21
"Colorado",35,"Female",68
"Texas",0,"Male",35
"North Carolina",25,"Male",29
"Pennsylvania",50,"Male",30
"Florida",55,"Female",49
"Louisiana",55,"Female",84
"Ohio",61,"Male",37
"Ohio",0,"Male",21
